id,name,now_cost,position,team,goals_scored,bonus,form,in_dreamteam,expected_assists_per_90,cost_change_start_fall,red_cards,penalties_saved,points_per_game_rank_type,yellow_cards,starts,ep_this,direct_freekicks_order,news,news_added,expected_goal_involvements_per_90,ict_index_rank,value_season,cost_change_start,dreamteam_count,transfers_in_event,threat,creativity,minutes,creativity_rank_type,expected_goals,selected_rank_type,selected_by_percent,transfers_out_event,cost_change_event_fall,goals_conceded_per_90,expected_goal_involvements,chance_of_playing_next_round,points_per_game,creativity_rank,expected_assists,total_points,influence_rank_type,saves,threat_rank,ep_next,own_goals,now_cost_rank_type,points_per_game_rank,clean_sheets,chance_of_playing_this_round,goals_conceded,transfers_out,expected_goals_per_90,form_rank_type,expected_goals_conceded_per_90,threat_rank_type,saves_per_90,now_cost_rank,web_name,assists,cost_change_event,event_points,starts_per_90,bps,ict_index,clean_sheets_per_90,form_rank,corners_and_indirect_freekicks_order,penalties_order,ict_index_rank_type,transfers_in,status,penalties_missed,selected_rank,influence,expected_goals_conceded,value_form,influence_rank
52,Keinan Davis,54,FWD,Aston Villa,0,0,0.0,False,0.0,1,0,0,88,0,0,0.0,,Joined Watford on loan - Expected back 01 Jul,2022-08-05T11:30:05.744996Z,0.0,739,0.0,-1,0,0,0.0,0.0,0,88,0.00,71,0.0,10,0,0.0,0.00,0.0,0.0,737,0.00,0,88,0,736,0.0,0,48,739,0,0.0,0,13939,0.0,83,0.0,88,0.0,138,Davis,0,0,0,0.0,0,0.0,0.0,723,,,88,586,u,0,549,0.0,0.00,0.0,739
53,Boubacar Kamara,48,MID,Aston Villa,0,0,2.3,False,0.04,2,0,0,123,3,15,1.3,,,2022-09-17T01:30:06.256487Z,0.05,254,6.7,-2,0,41,35.0,88.2,1283,125,0.15,161,0.1,58,0,1.61,0.66,100.0,2.0,210,0.52,32,80,0,325,1.8,0,176,292,2,100.0,23,24136,0.01,47,1.64,159,0.0,294,Kamara,1,0,2,1.05,171,35.5,0.14,130,,,118,12721,a,0,446,231.8,23.36,0.5,182
54,Cameron Archer,42,FWD,Aston Villa,0,0,0.0,False,0.02,3,0,0,60,0,0,0.0,,Season-long loan to Middlesbrough,2023-01-09T10:00:09.636178Z,0.02,477,1.4,-3,0,0,6.0,2.4,43,61,0.00,16,2.1,2411,0,2.09,0.01,0.0,1.0,439,0.01,6,63,0,415,0.0,0,91,440,0,0.0,1,852482,0.0,56,0.77,66,0.0,613,Archer,0,0,0,0.0,13,0.9,0.0,507,,,65,343635,u,0,118,1.8,0.37,0.0,491
55,Jaden Philogene-Bidace,45,MID,Aston Villa,0,0,0.0,False,0.0,0,0,0,281,0,0,0.0,,Joined Cardiff City on loan - Expected back 01 Jul,2022-07-28T16:30:04.277181Z,0.0,680,0.0,0,0,0,0.0,0.0,0,278,0.00,303,0.0,1,0,0.0,0.00,0.0,0.0,675,0.00,0,275,0,656,0.0,0,232,686,0,0.0,0,380,0.0,240,0.0,268,0.0,424,Philogene-Bidace,0,0,0,0.0,0,0.0,0.0,621,,,277,0,u,0,720,0.0,0.00,0.0,677
56,Frédéric Guilbert,39,DEF,Aston Villa,0,0,0.0,False,0.0,1,0,0,191,0,0,0.0,,Transferred to RC Strasbourg,2023-01-18T10:30:33.128344Z,0.0,530,0.0,-1,0,0,0.0,0.0,0,186,0.00,77,0.7,736,0,0.0,0.00,0.0,0.0,515,0.00,0,190,0,466,0.0,0,238,542,0,0.0,0,98755,0.0,142,0.0,170,0.0,720,Guilbert,0,0,0,0.0,0,0.0,0.0,409,,,187,69713,u,0,214,0.0,0.00,0.0,528
479,Leander Dendoncker,47,MID,Aston Villa,0,0,0.7,False,0.01,3,0,0,162,0,5,-0.3,,,2023-01-09T01:30:08.045288Z,0.13,294,4.9,-3,0,22,57.0,89.4,545,124,0.69,176,0.1,46,0,1.49,0.76,100.0,1.4,208,0.07,23,126,0,266,0.2,0,190,380,2,100.0,9,19132,0.11,134,1.42,139,0.0,311,Dendoncker,0,0,0,0.83,104,24.8,0.33,301,,,133,8325,a,0,473,99.4,8.61,0.1,300
525,Ludwig Augustinsson,43,DEF,Aston Villa,0,0,0.0,False,0.01,2,0,0,179,1,1,0.0,,Recalled by Sevilla,2023-01-31T09:21:18.301152Z,0.11,436,0.5,-2,0,0,35.0,1.9,76,157,0.08,197,0.0,15,0,0.0,0.09,0.0,0.7,442,0.01,2,168,0,323,0.0,0,144,517,0,0.0,0,7085,0.09,209,0.88,110,0.0,555,Augustinsson,0,0,0,1.18,5,4.2,0.0,523,,,153,2106,u,0,536,5.6,0.74,0.0,464
537,Kaine Kesler Hayden,40,DEF,Aston Villa,0,0,0.0,False,0.0,0,0,0,231,0,0,0.0,,Season-long loan to Huddersfield Town,2022-08-12T14:24:07.750145Z,0.0,602,0.0,0,0,0,0.0,0.0,0,226,0.00,192,0.0,16,0,0.0,0.00,0.0,0.0,589,0.00,0,229,0,544,0.0,0,227,614,0,0.0,0,10468,0.0,189,0.0,214,0.0,700,Kesler Hayden,0,0,0,0.0,0,0.0,0.0,489,,,227,1637,u,0,521,0.0,0.00,0.0,599
538,Ashley Young,44,DEF,Aston Villa,1,6,2.3,False,0.04,1,0,0,50,3,14,1.3,,,,0.05,186,12.0,-1,1,518,51.0,157.7,1264,29,0.20,73,0.7,1267,0,1.57,0.76,,2.9,136,0.55,53,52,0,278,1.8,0,95,166,5,,22,152452,0.01,50,1.59,82,0.0,466,Young,0,0,1,1.0,240,48.1,0.36,124,,,49,203601,a,0,201,270.0,22.32,0.5,149
638,Lamare Bogarde,40,DEF,Aston Villa,0,0,0.0,False,0.0,0,0,0,230,0,0,0.0,,Season-long loan to Bristol Rovers,2023-02-01T11:14:29.687932Z,0.0,599,0.0,0,0,0,0.0,0.0,0,224,0.00,191,0.0,121,0,0.0,0.00,0.0,0.0,586,0.00,0,228,0,541,0.0,0,225,612,0,0.0,0,4587,0.0,187,0.0,212,0.0,697,Bogarde,0,0,0,0.0,0,0.0,0.0,486,,,225,6240,u,0,520,0.0,0.00,0.0,597
670,Filip Marschall,40,GKP,Aston Villa,0,0,0.0,False,0.0,0,0,0,65,0,0,0.0,,Season-long loan to Gateshead,2023-01-25T09:52:02.091357Z,0.0,580,0.0,0,0,0,0.0,0.0,0,51,0.00,71,0.0,36,0,0.0,0.00,0.0,0.0,567,0.00,0,65,0,521,0.0,0,53,593,0,0.0,0,728,0.0,60,0.0,41,0.0,675,Marschall,0,0,0,0.0,0,0.0,0.0,465,,,65,1138,u,0,665,0.0,0.00,0.0,578
672,Kadan Young,45,MID,Aston Villa,0,0,0.0,False,0.0,0,0,0,297,0,0,-1.0,,,,0.0,704,0.0,0,0,43,0.0,0.0,0,295,0.00,300,0.0,8,0,0.0,0.00,,0.0,698,0.00,0,294,0,683,-0.5,0,256,708,0,,0,141,0.0,260,0.0,288,0.0,456,Kadan Young,0,0,0,0.0,0,0.0,0.0,649,,,294,267,a,0,717,0.0,0.00,0.0,703
694,Alexandre Moreno Lopera,45,DEF,Aston Villa,0,0,2.3,False,0.07,0,0,0,92,1,1,1.3,,,,0.16,363,2.0,0,0,251,45.0,56.5,245,81,0.27,153,0.1,659,0,0.73,0.44,,2.2,269,0.18,9,151,0,292,1.8,0,67,254,1,,2,7682,0.1,52,1.53,91,0.0,356,Álex Moreno,0,0,1,0.37,30,12.6,0.37,128,,,132,21700,a,0,406,29.4,4.16,0.5,401
707,Viljami Sinisalo,40,GKP,Aston Villa,0,0,0.0,False,0.0,0,0,0,60,0,0,-1.0,,,,0.0,567,0.0,0,0,44,0.0,0.0,0,46,0.00,74,0.0,20,0,0.0,0.00,,0.0,554,0.00,0,60,0,507,-0.5,0,48,580,0,,0,93,0.0,55,0.0,36,0.0,661,Sinisalo,0,0,0,0.0,0,0.0,0.0,451,,,60,318,a,0,697,0.0,0.00,0.0,565
711,Jhon Durán,55,FWD,Aston Villa,0,0,1.0,False,0.05,0,0,0,68,0,0,0.0,,,,0.21,475,0.4,0,0,209,8.0,1.1,38,62,0.07,89,0.0,65,0,0.0,0.09,,1.0,454,0.02,2,62,0,409,0.5,0,45,502,0,,0,311,0.17,34,1.68,65,0.0,125,Durán,0,0,1,0.0,4,1.1,0.0,273,,,63,1166,a,0,656,2.2,0.71,0.2,487
744,Sil Swinkels,40,DEF,Aston Villa,0,0,0.0,False,0.0,0,0,0,227,0,0,0.3,,,,0.0,595,0.0,0,0,43,0.0,0.0,0,221,0.00,251,0.0,4,0,0.0,0.00,,0.0,582,0.00,0,225,0,537,0.8,0,221,608,0,,0,4,0.0,183,0.0,209,0.0,692,Swinkels,0,0,0,0.0,0,0.0,0.0,481,,,222,43,a,0,739,0.0,0.00,0.0,593
745,Oliwier Zych,40,GKP,Aston Villa,0,0,0.0,False,0.0,0,0,0,71,0,0,0.5,,,,0.0,600,0.0,0,0,18,0.0,0.0,0,57,0.00,78,0.0,1,0,0.0,0.00,,0.0,587,0.00,0,71,0,542,1.0,0,59,613,0,,0,1,0.0,66,0.0,47,0.0,698,Zych,0,0,0,0.0,0,0.0,0.0,487,,,71,18,a,0,743,0.0,0.00,0.0,598
57,Adam Smith,43,DEF,Bournemouth,0,5,1.3,False,0.05,2,0,0,97,7,21,1.3,,,2023-01-04T13:00:07.399634Z,0.07,190,10.2,-2,1,109,67.0,134.9,1805,36,0.41,136,0.2,184,0,1.84,1.32,100.0,2.1,164,0.92,44,50,0,250,1.3,0,131,270,4,100.0,37,50190,0.02,80,1.65,67,0.0,536,Smith,1,0,1,1.05,247,47.4,0.2,222,,,51,46512,a,0,365,270.0,33.06,0.3,147
58,Junior Stanislas,48,MID,Bournemouth,0,0,0.0,False,0.28,2,0,0,218,0,0,0.0,4.0,Muscle injury - 50% chance of playing,2022-12-30T14:30:07.459045Z,0.34,442,0.8,-2,0,2,7.0,22.9,58,184,0.04,245,0.0,4,0,1.55,0.22,50.0,1.0,365,0.18,4,204,0,413,0.0,0,161,483,0,50.0,1,10697,0.06,273,1.07,201,0.0,271,Stanislas,0,0,0,0.0,13,3.9,0.0,670,,2.0,204,1861,d,0,605,10.0,0.69,0.0,450
59,Ryan Fredericks,44,DEF,Bournemouth,0,0,0.3,False,0.06,1,0,0,148,1,5,0.1,,,2022-12-30T14:30:07.469291Z,0.06,395,2.3,-1,0,22,10.0,25.4,460,123,0.00,215,0.0,14,0,1.76,0.29,100.0,1.1,354,0.29,10,141,0,397,0.3,0,102,415,0,50.0,9,5349,0.0,125,1.71,143,0.0,476,Fredericks,0,0,1,0.98,50,8.7,0.0,337,,,145,2876,a,0,589,50.2,8.76,0.1,364
60,David Brooks,53,MID,Bournemouth,0,0,0.0,False,0.0,2,0,0,317,0,0,0.0,,Hamstring injury - Unknown return date,2022-08-01T17:30:04.697617Z,0.0,735,0.0,-2,0,18,0.0,0.0,0,317,0.00,261,0.0,1,0,0.0,0.00,0.0,0.0,732,0.00,0,317,0,730,0.0,0,82,735,0,0.0,0,4099,0.0,307,0.0,316,0.0,152,Brooks,0,0,0,0.0,0,0.0,0.0,714,,,317,862,i,0,646,0.0,0.00,0.0,734
61,Jamal Lowe,52,MID,Bournemouth,0,0,0.0,False,0.08,3,0,0,227,0,0,0.0,,Season-long loan to Queens Park Rangers,2023-01-12T11:58:52.113522Z,0.08,511,0.4,-3,0,0,0.0,0.3,11,236,0.00,235,0.0,14,0,0.0,0.01,0.0,1.0,480,0.01,2,235,0,726,0.0,0,96,496,0,0.0,0,5339,0.0,303,5.07,313,0.0,171,Lowe,0,0,0,0.0,6,0.1,0.0,709,,,238,1210,u,0,583,0.2,0.62,0.0,509
62,Kieffer Moore,52,FWD,Bournemouth,4,3,0.7,False,0.04,3,0,0,29,0,12,0.7,,,,0.29,171,9.8,-3,1,658,230.0,83.8,1113,29,3.15,30,1.0,3067,0,2.67,3.58,,2.5,220,0.44,51,18,0,98,0.7,0,54,212,3,,33,377910,0.25,41,1.83,28,0.0,172,Moore,0,0,0,0.97,159,51.7,0.24,305,,,27,410251,a,0,177,206.0,22.61,0.1,207
63,Emiliano Marcondes,47,MID,Bournemouth,0,0,0.0,False,0.0,3,0,0,214,0,0,0.0,,Season-long loan to FC Nordsjaelland,2023-01-13T09:22:17.710619Z,0.0,510,0.2,-3,0,0,0.0,0.0,8,302,0.00,253,0.0,9,0,11.25,0.00,0.0,1.0,707,0.00,1,229,0,696,0.0,0,189,479,0,0.0,1,2570,0.0,269,3.15,296,0.0,310,Marcondes,0,0,0,0.0,3,0.1,0.0,662,,,237,1011,u,0,626,1.2,0.28,0.0,498
64,Jefferson Lerma Solís,48,MID,Bournemouth,2,2,2.0,False,0.05,2,0,0,87,3,22,2.0,,,2022-12-21T00:30:07.797395Z,0.11,114,11.5,-2,1,37,178.0,153.0,1973,94,1.31,91,0.4,200,0,1.96,2.49,100.0,2.5,143,1.17,55,34,0,134,2.0,1,167,208,4,100.0,43,152326,0.06,68,1.66,83,0.0,281,Lerma,0,0,2,1.0,270,68.3,0.18,164,,,76,126311,a,0,273,354.6,36.49,0.4,81
65,Jack Stacey,43,DEF,Bournemouth,0,0,0.0,False,0.01,2,0,0,182,2,3,0.0,,,,0.04,419,1.2,-2,0,5,8.0,8.6,292,144,0.09,196,0.0,21,0,3.08,0.12,,0.6,416,0.03,5,145,0,404,0.0,0,143,521,0,,10,5721,0.03,208,1.89,144,0.0,553,Stacey,0,0,0,0.92,34,6.0,0.0,521,,,151,2455,a,0,534,44.0,6.14,0.0,377
66,Dominic Solanke,55,FWD,Bournemouth,3,6,0.7,False,0.05,5,0,0,12,1,16,0.3,,,2023-01-14T22:00:08.130052Z,0.28,77,11.6,-5,2,1151,493.0,119.8,1435,26,3.66,22,1.8,4281,0,1.57,4.52,100.0,3.8,181,0.86,64,16,0,26,0.7,0,41,80,4,50.0,25,1380481,0.23,42,1.53,12,0.0,116,Solanke,5,0,2,1.0,165,86.0,0.25,308,,1.0,14,1435313,a,0,134,252.2,24.39,0.1,161
67,Lewis Cook,49,MID,Bournemouth,0,1,0.0,False,0.12,1,0,0,99,2,17,0.0,,Knee injury - 25% chance of playing,2023-01-14T22:00:08.347531Z,0.13,128,8.8,-1,0,11,42.0,309.1,1485,45,0.20,185,0.1,75,0,2.06,2.22,25.0,2.3,55,2.02,43,62,0,300,0.0,0,143,243,3,25.0,34,13547,0.01,287,1.66,152,0.0,247,Cook,2,0,0,1.03,245,63.0,0.18,688,5.0,,82,10638,d,0,488,276.6,27.35,0.0,145
68,Ben Pearson,44,MID,Bournemouth,0,0,0.3,False,0.01,1,0,0,169,1,3,0.0,,Season-long loan to Stoke City,2023-02-01T11:15:54.184568Z,0.02,445,2.0,-1,0,0,9.0,6.4,282,207,0.05,142,0.1,106,0,3.19,0.07,0.0,1.3,421,0.02,9,190,0,399,0.0,0,267,389,1,0.0,10,70569,0.02,149,1.89,196,0.0,486,Pearson,0,0,0,0.96,32,3.7,0.32,338,,,206,53031,u,0,398,21.0,5.92,0.1,425
69,Ryan Christie,53,MID,Bournemouth,1,2,1.0,False,0.09,2,0,0,133,1,12,1.0,5.0,,,0.23,140,6.8,-2,0,23,241.0,198.7,1029,79,1.54,194,0.0,37,0,1.92,2.61,,1.9,113,1.08,36,104,0,90,1.0,0,85,315,1,,22,10701,0.13,122,1.65,58,0.0,155,Christie,0,0,0,1.05,122,59.5,0.09,268,4.0,,86,6248,a,0,507,154.0,18.92,0.2,248
70,Philip Billing,51,MID,Bournemouth,4,5,1.7,False,0.06,4,0,0,59,2,19,0.8,2.0,,2023-02-11T02:00:08.402939Z,0.15,88,13.7,-4,0,149,241.0,200.0,1555,78,1.61,100,0.4,601,0,1.79,2.60,100.0,3.3,112,0.99,70,32,0,89,1.7,0,105,124,5,50.0,31,267557,0.09,86,1.51,57,0.0,184,Billing,1,0,2,1.1,244,80.5,0.29,198,,,61,280188,a,0,291,364.6,26.14,0.3,76
71,Chris Mepham,44,DEF,Bournemouth,0,4,1.0,False,0.03,1,0,0,130,5,17,1.0,,,2022-12-30T14:30:07.485485Z,0.05,201,6.6,-1,0,15,58.0,36.8,1558,104,0.34,164,0.1,65,0,2.14,0.82,100.0,1.6,317,0.48,29,18,0,263,1.0,1,122,351,3,100.0,37,32128,0.02,89,1.75,77,0.0,508,Mepham,0,0,1,0.98,244,46.2,0.17,252,,,57,27953,a,0,436,368.2,30.35,0.2,70
72,Mark Travers,42,GKP,Bournemouth,0,1,0.0,False,0.0,3,0,0,26,0,10,0.0,,,,0.0,292,6.0,-3,0,168,0.0,0.0,945,59,0.00,40,0.4,403,0,2.95,0.00,,2.3,595,0.00,25,21,31,560,0.0,0,30,230,2,,31,74777,0.0,68,1.78,49,2.95,608,Travers,0,0,0,0.95,173,25.4,0.19,505,,,21,62159,a,0,274,253.0,18.68,0.0,159
73,Lloyd Kelly,43,DEF,Bournemouth,0,3,0.3,False,0.04,2,0,0,63,2,10,0.1,,Calf injury - 25% chance of playing,2023-02-04T23:30:08.198837Z,0.05,282,6.3,-2,1,4,15.0,45.1,900,97,0.12,92,0.5,226,0,1.9,0.50,25.0,2.7,298,0.38,27,73,0,385,0.1,0,158,189,2,25.0,19,172808,0.01,124,1.58,137,0.0,574,Kelly,2,0,0,1.0,165,28.0,0.2,334,,,96,119249,d,0,252,218.2,15.82,0.1,195
74,Siriki Dembélé,47,MID,Bournemouth,0,0,0.3,False,0.18,3,0,0,215,0,0,0.0,,Season-long loan to Auxerre,2023-02-01T11:16:41.390268Z,0.32,375,1.3,-3,0,0,28.0,52.3,104,148,0.16,175,0.1,78,0,1.73,0.37,0.0,1.0,276,0.21,6,173,0,343,0.0,0,199,480,0,0.0,2,11204,0.14,155,1.97,166,0.0,327,Dembélé,0,0,0,0.0,20,11.3,0.0,346,,,166,4315,u,0,472,31.8,2.28,0.1,399
75,Jaidon Anthony,52,MID,Bournemouth,3,4,5.0,False,0.09,3,0,0,90,1,7,5.0,3.0,,,0.26,146,8.3,-3,1,179,206.0,144.0,776,101,1.49,167,0.1,155,0,2.44,2.22,,2.5,151,0.76,43,83,0,112,5.0,0,99,213,1,,21,13726,0.17,10,1.96,68,0.0,176,Anthony,0,0,2,0.81,137,57.6,0.12,31,3.0,,88,9803,a,0,457,224.4,16.87,1.0,190
76,Jordan Zemura,43,DEF,Bournemouth,0,1,2.0,False,0.12,2,0,0,75,1,14,2.0,,,2022-08-14T00:00:05.742682Z,0.16,175,9.1,-2,0,89,69.0,214.6,1215,18,0.47,148,0.1,104,0,1.93,2.10,100.0,2.4,104,1.62,39,69,0,246,2.0,0,160,219,4,100.0,26,41522,0.03,59,1.65,63,0.0,578,Zemura,1,0,2,1.04,195,51.0,0.3,156,,,42,36959,a,0,399,228.2,22.25,0.5,187
77,Will Dennis,39,GKP,Bournemouth,0,0,0.0,False,0.0,1,0,0,44,0,0,0.0,,Season-long loan to Slough Town,2023-01-23T12:40:09.360263Z,0.0,539,0.0,-1,0,0,0.0,0.0,0,28,0.00,38,0.5,468,0,0.0,0.00,0.0,0.0,524,0.00,0,44,0,476,0.0,0,73,551,0,0.0,0,57737,0.0,38,0.0,18,0.0,732,Dennis,0,0,0,0.0,0,0.0,0.0,420,,,44,40487,u,0,261,0.0,0.00,0.0,537
404,Jack Stephens,43,DEF,Bournemouth,0,0,1.0,False,0.03,2,0,0,126,1,3,0.2,,,2023-02-04T23:30:08.548741Z,0.03,382,2.8,-2,0,3,2.0,23.4,318,126,0.00,193,0.0,10,0,1.42,0.09,100.0,1.7,361,0.09,12,129,0,433,1.0,0,134,339,1,25.0,5,5882,0.0,86,1.38,156,0.0,542,Stephens,0,0,1,0.85,66,10.5,0.28,249,,,138,2942,a,0,527,78.8,4.87,0.2,317
505,Joe Rothwell,49,MID,Bournemouth,0,0,1.3,False,0.27,1,0,0,171,0,1,1.3,,,2022-12-21T00:30:08.740330Z,0.3,403,1.8,-1,0,5,9.0,42.3,151,157,0.03,276,0.0,4,0,1.19,0.50,100.0,1.3,302,0.46,9,182,0,401,1.3,0,144,393,1,100.0,2,1115,0.02,100,1.7,197,0.0,248,Rothwell,0,0,0,0.6,27,7.6,0.6,225,2.0,,179,641,a,0,678,24.8,2.86,0.3,412
535,Marcus Tavernier,47,MID,Bournemouth,2,6,0.3,False,0.07,3,0,0,31,1,15,0.1,1.0,,2022-12-21T00:30:08.864114Z,0.19,75,13.2,-3,2,133,314.0,266.7,1310,59,1.68,126,0.2,364,0,2.13,2.73,100.0,3.9,74,1.01,62,60,0,64,0.3,0,196,66,4,50.0,31,147488,0.12,154,1.66,42,0.0,322,Tavernier,4,0,1,1.03,204,86.7,0.27,345,1.0,,56,152056,a,0,355,285.8,24.18,0.1,134
539,James Hill,44,DEF,Bournemouth,0,0,0.0,False,0.0,1,0,0,241,0,0,0.0,,Season-long loan to Heart of Midlothian,2023-01-12T11:57:41.840160Z,0.0,637,0.0,-1,0,0,0.0,0.0,0,240,0.00,202,0.0,12,0,0.0,0.00,0.0,0.0,627,0.00,0,241,0,605,0.0,0,130,643,0,0.0,0,4130,0.0,225,0.0,238,0.0,528,Hill,0,0,0,0.0,0,0.0,0.0,568,,,241,1706,u,0,548,0.0,0.00,0.0,632
571,Darren Randolph,40,GKP,Bournemouth,0,0,0.0,False,0.0,0,0,0,47,0,0,0.0,,,,0.0,545,0.0,0,0,41,0.0,0.0,0,31,0.00,48,0.1,65,0,0.0,0.00,,0.0,530,0.00,0,47,0,482,0.0,0,33,557,0,,0,11140,0.0,41,0.0,21,0.0,634,Randolph,0,0,0,0.0,0,0.0,0.0,427,,,47,12673,a,0,392,0.0,0.00,0.0,543
574,Norberto Murara Neto,45,GKP,Bournemouth,0,1,3.3,False,0.0,0,0,0,23,3,12,3.3,,,2022-10-25T11:30:07.951201Z,0.0,276,7.8,0,1,185,0.0,0.0,1035,68,0.00,44,0.2,101,0,1.13,0.00,100.0,2.9,634,0.00,35,20,40,613,3.3,0,17,169,2,100.0,13,53596,0.0,13,1.6,59,3.48,348,Neto,0,0,4,1.04,202,29.6,0.17,77,,,20,53720,a,0,361,294.8,18.35,0.7,129
576,Marcos Senesi,44,DEF,Bournemouth,1,4,3.3,False,0.01,1,0,0,109,2,17,3.3,,Back injury - 75% chance of playing,2023-02-11T22:30:10.481255Z,0.07,208,8.0,-1,1,81,49.0,43.0,1427,99,0.93,166,0.1,213,0,2.27,1.08,75.0,1.9,300,0.15,35,25,0,282,2.5,0,120,301,2,,36,23697,0.06,25,1.74,84,0.0,505,Senesi,0,0,8,1.07,248,43.6,0.13,76,,,60,27552,d,0,439,343.2,27.66,0.7,88
597,Christian Saydee,45,FWD,Bournemouth,0,0,0.0,False,0.0,0,0,0,77,0,0,0.0,,Season-long loan to Shrewsbury Town,2022-09-02T11:14:05.222430Z,0.0,670,0.0,0,0,0,0.0,0.0,0,76,0.00,82,0.0,4,0,0.0,0.00,0.0,0.0,665,0.00,0,74,0,646,0.0,0,74,676,0,0.0,0,5590,0.0,65,0.0,75,0.0,410,Saydee,0,0,0,0.0,0,0.0,0.0,609,,,75,4958,u,0,612,0.0,0.00,0.0,667
598,Owen Bevan,40,DEF,Bournemouth,0,0,0.0,False,0.0,0,0,0,155,0,0,0.0,,Season-long loan to Yeovil Town,2022-09-06T08:38:30.273520Z,0.0,601,0.2,0,0,0,0.0,0.0,8,225,0.00,205,0.0,13,0,11.25,0.00,0.0,1.0,588,0.00,1,178,0,543,0.0,0,226,429,0,0.0,1,6932,0.0,188,3.15,213,0.0,699,Bevan,0,0,0,0.0,3,0.0,0.0,488,,,226,6869,u,0,555,0.2,0.28,0.0,505
649,Cameron Plain,40,GKP,Bournemouth,0,0,0.0,False,0.0,0,0,0,64,0,0,0.0,,,,0.0,579,0.0,0,0,12,0.0,0.0,0,50,0.00,66,0.0,28,0,0.0,0.00,,0.0,566,0.00,0,64,0,520,0.0,0,52,592,0,,0,1181,0.0,59,0.0,40,0.0,674,Plain,0,0,0,0.0,0,0.0,0.0,464,,,64,2026,a,0,631,0.0,0.00,0.0,577
695,Daniel Adu-Adjei,45,FWD,Bournemouth,0,0,0.0,False,0.0,0,0,0,87,0,0,0.0,,,,0.0,711,0.0,0,0,63,0.0,0.0,0,86,0.00,90,0.0,52,0,0.0,0.00,,0.0,704,0.00,0,86,0,690,0.0,0,88,714,0,,0,365,0.0,78,0.0,87,0.0,463,Adu-Adjei,0,0,0,0.0,0,0.0,0.0,655,,,87,799,a,0,666,0.0,0.00,0.0,710
696,Michael Dacosta Gonzalez,44,MID,Bournemouth,0,0,0.0,False,0.0,1,0,0,260,0,0,0.0,,,,0.0,641,0.0,-1,0,8,0.0,0.0,0,257,0.00,314,0.0,10,0,0.0,0.00,,0.0,631,0.00,0,253,0,610,0.0,0,291,647,0,,0,74,0.0,217,0.0,247,0.0,535,Dacosta Gonzalez,0,0,0,0.0,0,0.0,0.0,573,,,256,143,a,0,733,0.0,0.00,0.0,636
697,Dominic Sadi,45,FWD,Bournemouth,0,0,0.0,False,0.0,0,0,0,86,0,0,0.0,,,,0.0,707,0.0,0,0,66,0.0,0.0,0,85,0.00,88,0.0,53,0,0.0,0.00,,0.0,701,0.00,0,84,0,686,0.0,0,86,711,0,,0,461,0.0,77,0.0,85,0.0,459,Sadi,0,0,0,0.0,0,0.0,0.0,652,,,85,1023,a,0,654,0.0,0.00,0.0,706
705,Dango Ouattara,50,MID,Bournemouth,0,2,4.7,False,0.1,0,0,0,16,0,3,4.7,,,,0.43,312,2.8,0,0,326,79.0,60.9,258,142,0.96,252,0.0,46,0,1.05,1.24,,4.7,258,0.28,14,139,0,231,4.7,0,133,31,0,,3,487,0.33,15,1.93,127,0.0,232,Ouattara,2,0,7,1.05,43,21.2,0.0,41,,,139,2031,a,0,625,71.8,5.54,0.9,333
706,Euan Pollock,45,FWD,Bournemouth,0,0,0.0,False,0.0,0,0,0,76,0,0,0.0,,,,0.0,669,0.0,0,0,51,0.0,0.0,0,75,0.00,92,0.0,31,0,0.0,0.00,,0.0,664,0.00,0,73,0,645,0.0,0,73,675,0,,0,157,0.0,64,0.0,74,0.0,409,Pollock,0,0,0,0.0,0,0.0,0.0,608,,,74,507,a,0,676,0.0,0.00,0.0,666
714,Antoine Semenyo,50,FWD,Bournemouth,0,0,1.5,False,0.01,0,0,0,48,0,1,1.5,,,,0.23,467,0.6,0,0,119,9.0,0.8,101,63,0.26,86,0.0,112,0,0.89,0.26,,1.5,465,0.01,3,60,0,402,1.5,0,59,372,0,,1,320,0.23,24,2.41,62,0.0,221,Semenyo,0,0,1,0.89,7,1.4,0.0,214,,,61,1669,a,0,632,4.2,2.71,0.3,475
718,Matías Viña,45,DEF,Bournemouth,0,0,0.5,False,0.0,0,0,0,173,0,0,0.5,,,,0.0,503,0.2,0,0,16,0.0,0.0,9,245,0.00,247,0.0,14,0,10.0,0.00,,1.0,651,0.00,1,175,0,632,0.5,0,86,467,0,,1,46,0.0,113,3.6,244,0.0,389,Viña,0,0,0,0.0,5,0.2,0.0,318,,,178,186,a,0,707,2.2,0.36,0.1,484
722,Illia Zabarnyi,45,DEF,Bournemouth,0,0,0.0,False,0.0,0,0,0,248,0,0,0.0,,Ankle injury - Unknown return date,2023-02-11T02:00:09.010595Z,0.0,678,0.0,0,0,15,0.0,0.0,0,248,0.00,246,0.0,38,0,0.0,0.00,0.0,0.0,673,0.00,0,248,0,654,0.0,0,92,684,0,0.0,0,109,0.0,237,0.0,247,0.0,421,Zabarnyi,0,0,0,0.0,0,0.0,0.0,619,,,248,342,i,0,702,0.0,0.00,0.0,675
